last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Gowdy,Trey,NA,NA,NA,Trey Gowdy,1964-08-22,M,rep,SC,4,NA,Republican,https://gowdy.house.gov,2418 Rayburn House Office Building; Washington DC 20515-4004,202-225-6030,NA,http://gowdy.house.gov/news/rss.aspx,TGowdySC,RepTreyGowdy,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,02058,N00030880,NA,H0SC04257,9268950,412473,121782,Trey Gowdy,NA,21175,Trey Gowdy
Granger,Kay,NA,NA,NA,Kay Granger,1943-01-18,F,rep,TX,12,NA,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building; Washington DC 20515-4312,202-225-5071,NA,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,01487,N00008799,NA,H6TX12060,45709,400157,334,NA,NA,29762,Kay Granger
Grassley,Charles,E.,NA,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,NA,3,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,00457,N00001758,S153,S0IA00028,1167,300048,53293,Chuck Grassley,NA,14226,Chuck Grassley
Graves,Sam,B.,NA,NA,Sam Graves,1963-11-07,M,rep,MO,6,NA,Republican,https://graves.house.gov,1135 Longworth House Office Building; Washington DC 20515-2506,202-225-7041,NA,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,118514606128,NA,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,01656,N00013323,NA,H0MO06073,89873,400158,9425,NA,NA,20124,Sam Graves
Graves,Tom,NA,NA,NA,Tom Graves,1970-02-03,M,rep,GA,14,NA,Republican,https://tomgraves.house.gov,2078 Rayburn House Office Building; Washington DC 20515-1014,202-225-5211,NA,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,01979,N00030788,NA,H0GA09030,11519,412388,31969,Tom Graves,NA,20962,Tom Graves
Green,Al,NA,NA,NA,Al Green,1947-09-01,M,rep,TX,9,NA,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building; Washington DC 20515-4309,202-225-7508,NA,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,01803,N00026686,NA,H4TX09095,1012969,400653,49680,Al Green,NA,20529,Al Green (politician)
Green,Gene,Eugene,NA,NA,Gene Green,1947-10-17,M,rep,TX,29,NA,Democrat,https://green.house.gov,2470 Rayburn House Office Building; Washington DC 20515-4329,202-225-1688,NA,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,00462,N00005870,NA,H2TX29030,26156,400160,27100,NA,NA,39304,Gene Green
Griffith,H.,Morgan,NA,NA,H. Morgan Griffith,1958-03-15,M,rep,VA,9,NA,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building; Washington DC 20515-4609,202-225-3861,NA,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,02070,N00032029,NA,H0VA09055,62766,412485,5148,Morgan Griffith,NA,21191,Morgan Griffith
Grijalva,Raúl,M.,NA,NA,Raúl M. Grijalva,1948-02-19,M,rep,AZ,3,NA,Democrat,https://grijalva.house.gov,1511 Longworth House Office Building; Washington DC 20515-0303,202-225-2435,NA,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,01708,N00025284,NA,H2AZ07070,1003551,400162,28253,Raul M. Grijalva,NA,20305,Raúl Grijalva
Guthrie,Brett,NA,NA,NA,Brett Guthrie,1964-02-18,M,rep,KY,2,NA,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building; Washington DC 20515-1702,202-225-3501,NA,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,01922,N00029675,NA,H8KY02031,1031343,412278,18829,Brett Guthrie,NA,20916,Brett Guthrie
Gutiérrez,Luis,V.,NA,NA,Luis V. Gutiérrez,1953-12-10,M,rep,IL,4,NA,Democrat,https://gutierrez.house.gov,2408 Rayburn House Office Building; Washington DC 20515-1304,202-225-8203,NA,http://gutierrez.house.gov/rss.xml,RepGutierrez,RepGutierrez,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,00478,N00004874,NA,H2IL08039,23476,400163,26841,Luis V. Gutierrez,NA,29348,Luis Gutiérrez
Harper,Gregg,NA,NA,NA,Gregg Harper,1956-06-01,M,rep,MS,3,NA,Republican,https://harper.house.gov,2227 Rayburn House Office Building; Washington DC 20515-2403,202-225-5031,NA,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,01933,N00029632,NA,H8MS03067,1031347,412280,101985,NA,NA,20925,Gregg Harper
Harris,Andy,NA,NA,NA,Andy Harris,1957-01-25,M,rep,MD,1,NA,Republican,https://harris.house.gov,1533 Longworth House Office Building; Washington DC 20515-2001,202-225-5311,NA,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,02026,N00029147,NA,H8MD01094,1033464,412434,19157,NA,NA,21139,Andy Harris (politician)
Hartzler,Vicky,NA,NA,NA,Vicky Hartzler,1960-10-13,F,rep,MO,4,NA,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building; Washington DC 20515-2504,202-225-2876,NA,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,02032,N00031005,NA,H0MO04086,95050,412444,8783,Vicky Hartzler,NA,21149,Vicky Hartzler
Hastings,Alcee,L.,NA,NA,Alcee L. Hastings,1936-09-05,M,rep,FL,20,NA,Democrat,https://alceehastings.house.gov,2353 Rayburn House Office Building; Washington DC 20515-0920,202-225-1313,NA,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,00511,N00002884,NA,H2FL23021,1858,400170,26798,Alcee L. Hastings,NA,29337,Alcee Hastings
Heinrich,Martin,NA,NA,NA,Martin Heinrich,1971-10-17,M,sen,NM,NA,1,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,NA,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,01937,N00029835,S359,"H8NM01224,S2NM00088",1030686,412281,74517,Martin Heinrich,NA,20930,Martin Heinrich
Hensarling,Jeb,NA,NA,NA,Jeb Hensarling,1957-05-29,M,rep,TX,5,NA,Republican,https://hensarling.house.gov,2228 Rayburn House Office Building; Washington DC 20515-4305,202-225-3484,NA,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,01749,N00024922,NA,H2TX05121,1003619,400175,49827,Jeb Hensarling,NA,20352,Jeb Hensarling
Herrera Beutler,Jaime,NA,NA,NA,Jaime Herrera Beutler,1978-11-03,F,rep,WA,3,NA,Republican,https://herrerabeutler.house.gov,1107 Longworth House Office Building; Washington DC 20515-4703,202-225-3536,NA,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,02071,N00031559,NA,H0WA03187,95198,412486,101907,NA,NA,21187,Jaime Herrera Beutler
Higgins,Brian,M.,NA,NA,Brian Higgins,1959-10-06,M,rep,NY,26,NA,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building; Washington DC 20515-3226,202-225-3306,NA,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,01794,N00027060,NA,H4NY27076,1013050,400641,23127,Brian Higgins,NA,20519,Brian Higgins
Himes,James,A.,NA,NA,James A. Himes,1966-07-05,M,rep,CT,4,NA,Democrat,https://himes.house.gov,1227 Longworth House Office Building; Washington DC 20515-0704,202-225-5541,NA,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,01913,N00029070,NA,H8CT04172,1031341,412282,106744,Jim Himes,NA,20907,Jim Himes
Hirono,Mazie,K.,NA,NA,Mazie K. Hirono,1947-11-03,F,sen,HI,NA,1,Democrat,https://www.hirono.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,01844,N00028139,S361,"H6HI02251,S2HI00106",91216,412200,1677,Mazie K. Hirono,NA,20713,Mazie Hirono
Hoeven,John,NA,NA,NA,John Hoeven,1957-03-13,M,sen,ND,NA,3,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,02079,N00031688,S344,S0ND00093,85233,412494,41788,John Hoeven,NA,41107,John Hoeven
Hoyer,Steny,H.,NA,NA,Steny H. Hoyer,1939-06-14,M,rep,MD,5,NA,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building; Washington DC 20515-2005,202-225-4131,NA,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,00566,N00001821,NA,H2MD05155,1919,400189,26890,Steny Hoyer,NA,14873,Steny Hoyer
Huizenga,Bill,NA,NA,NA,Bill Huizenga,1969-01-31,M,rep,MI,2,NA,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,NA,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,02028,N00030673,NA,H0MI02094,1033765,412437,38351,Bill Huizenga,NA,21142,Bill Huizenga
Hultgren,Randy,NA,NA,NA,Randy Hultgren,1966-03-01,M,rep,IL,14,NA,Republican,https://hultgren.house.gov,2455 Rayburn House Office Building; Washington DC 20515-1314,202-225-2976,NA,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,02015,N00031104,NA,H0IL14080,62575,412422,18199,Randy Hultgren,NA,21129,Randy Hultgren
Hunter,Duncan,D.,NA,NA,Duncan Hunter,1976-12-07,M,rep,CA,50,NA,Republican,https://hunter.house.gov,2429 Rayburn House Office Building; Washington DC 20515-0550,202-225-5672,NA,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,01909,N00029258,NA,H8CA52052,1032398,412283,104308,NA,NA,20963,Duncan D. Hunter
Isakson,John,H.,NA,Johnny,Johnny Isakson,1944-12-28,M,sen,GA,NA,3,Republican,https://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,https://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,NA,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,01608,N00002593,S305,"S6GA00119,H8GA06146",59135,400194,1721,Johnny Isakson,NA,29909,Johnny Isakson
Issa,Darrell,E.,NA,NA,Darrell E. Issa,1953-11-01,M,rep,CA,49,NA,Republican,https://issa.house.gov,2269 Rayburn House Office Building; Washington DC 20515-0549,202-225-3906,NA,http://issa.house.gov/feed/,DarrellIssa,darrellissa,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,01640,N00007017,NA,"H0CA48024,S8CA00135",90066,400196,16553,Darrell Issa,NA,20107,Darrell Issa
Jackson Lee,Sheila,NA,NA,NA,Sheila Jackson Lee,1950-01-12,F,rep,TX,18,NA,Democrat,https://jacksonlee.house.gov,2187 Rayburn House Office Building; Washington DC 20515-4318,202-225-3816,NA,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,00588,N00005818,NA,H4TX18054,36819,400199,21692,NA,NA,29573,Sheila Jackson Lee
Jenkins,Lynn,NA,NA,NA,Lynn Jenkins,1963-06-10,F,rep,KS,2,NA,Republican,https://lynnjenkins.house.gov,1526 Longworth House Office Building; Washington DC 20515-1602,202-225-6601,NA,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,01921,N00029077,NA,H8KS02090,1030550,412284,18594,Lynn Jenkins,NA,20915,Lynn Jenkins
Johnson,Bill,NA,NA,NA,Bill Johnson,1954-11-10,M,rep,OH,6,NA,Republican,https://billjohnson.house.gov,1710 Longworth House Office Building; Washington DC 20515-3506,202-225-5705,NA,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,02046,N00032088,NA,H0OH06189,623472,412460,120649,Bill Johnson (Ohio),NA,21162,Bill Johnson (Ohio politician)
Johnson,Eddie,Bernice,NA,NA,Eddie Bernice Johnson,1935-12-03,F,rep,TX,30,NA,Democrat,https://ebjohnson.house.gov,2468 Rayburn House Office Building; Washington DC 20515-4330,202-225-8885,NA,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,00599,N00008122,NA,H2TX00015,23352,400204,27098,NA,NA,39305,Eddie Bernice Johnson
Johnson,Henry,C.,Jr.,Hank,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,GA,4,NA,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,NA,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,01843,N00027848,NA,H6GA04129,1020576,412199,68070,"Henry C. Johnson, Jr.",NA,20712,Hank Johnson
Johnson,Ron,NA,NA,NA,Ron Johnson,1955-04-08,M,sen,WI,NA,3,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,02086,N00032546,S345,S0WI00197,62835,412496,126217,Ron Johnson (Wisconsin),NA,41111,Ron Johnson (American politician)
Johnson,Sam,Robert,NA,NA,Sam Johnson,1930-10-11,M,rep,TX,3,NA,Republican,https://samjohnson.house.gov,2304 Rayburn House Office Building; Washington DC 20515-4303,202-225-4201,NA,http://samjohnson.house.gov/news/rss.aspx,SamsPressShop,RepSamJohnson,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,J000174,00603,N00008028,NA,H2TX03118,18711,400206,27079,NA,NA,29143,Sam Johnson
Jones,Walter,B.,Jr.,NA,Walter B. Jones,1943-02-10,M,rep,NC,3,NA,Republican,https://jones.house.gov,2333 Rayburn House Office Building; Washington DC 20515-3303,202-225-3415,NA,http://jones.house.gov/rss.xml,RepWalterJones,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,J000255,00612,N00002299,NA,H2NC01081,36693,400209,21785,Walter B. Jones,NA,29546,Walter B. Jones Jr.
Jordan,Jim,NA,NA,NA,Jim Jordan,1964-02-17,M,rep,OH,4,NA,Republican,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,NA,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,01868,N00027894,NA,H6OH04082,1022879,412226,8158,Jim Jordan,NA,20738,Jim Jordan (American politician)
Kaptur,Marcy,NA,NA,NA,Marcy Kaptur,1946-06-17,F,rep,OH,9,NA,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,NA,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,00616,N00003522,NA,H2OH09031,1458,400211,27016,NA,NA,15029,Marcy Kaptur
Keating,William,R.,NA,NA,William R. Keating,1952-09-06,M,rep,MA,9,NA,Democrat,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,NA,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,02025,N00031933,NA,H0MA10082,61856,412435,4743,NA,NA,21140,Bill Keating (politician)
Kelly,Mike,NA,NA,NA,Mike Kelly,1948-05-10,M,rep,PA,3,NA,Republican,https://kelly.house.gov,1707 Longworth House Office Building; Washington DC 20515-3803,202-225-5406,NA,http://kelly.house.gov/rss.xml,MikeKellyPA,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,02051,N00031647,NA,H0PA03271,62696,412465,119463,Mike Kelly,NA,21167,Mike Kelly (Pennsylvania politician)
Kind,Ron,James,NA,NA,Ron Kind,1963-03-16,M,rep,WI,3,NA,Democrat,https://kind.house.gov,1502 Longworth House Office Building; Washington DC 20515-4903,202-225-5506,NA,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,01498,N00004403,NA,H6WI03099,45870,400218,630,Ron Kind,NA,29769,Ron Kind
King,Peter,T.,NA,Pete,Peter T. King,1944-04-05,M,rep,NY,2,NA,Republican,https://peteking.house.gov,339 Cannon House Office Building; Washington DC 20515-3202,202-225-7896,NA,http://peteking.house.gov/rss.xml,RepPeteKing,NA,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,K000210,00635,N00001193,NA,H2NY03089,26487,400219,26968,Peter T. King,NA,29375,Peter T. King
King,Steve,A.,NA,NA,Steve King,1949-05-28,M,rep,IA,4,NA,Republican,https://steveking.house.gov,2210 Rayburn House Office Building; Washington DC 20515-1504,202-225-4426,NA,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,01724,N00025237,NA,H2IA05072,1003590,400220,10853,Steve King,NA,20325,Steve King
Kinzinger,Adam,NA,NA,NA,Adam Kinzinger,1978-02-27,M,rep,IL,16,NA,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building; Washington DC 20515-1316,202-225-3635,NA,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,02014,N00030667,NA,H0IL11052,62573,412421,116559,Adam Kinzinger,NA,21128,Adam Kinzinger
Labrador,Raúl,R.,NA,NA,Raúl R. Labrador,1967-12-08,M,rep,ID,1,NA,Republican,https://labrador.house.gov,1523 Longworth House Office Building; Washington DC 20515-1201,202-225-6611,NA,http://labrador.house.gov/common/rss//index.cfm?rss=49,Raul_Labrador,raul.r.labrador,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,L000573,02011,N00031377,NA,H0ID01253,94987,412419,57391,Raul Labrador,NA,21125,Raúl Labrador
Lamborn,Doug,NA,NA,NA,Doug Lamborn,1954-05-24,M,rep,CO,5,NA,Republican,https://lamborn.house.gov,2402 Rayburn House Office Building; Washington DC 20515-0605,202-225-4422,NA,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,01834,N00028133,NA,H6CO05159,1022846,412191,2698,Doug Lamborn,NA,20704,Doug Lamborn
Lance,Leonard,NA,NA,NA,Leonard Lance,1952-06-25,M,rep,NJ,7,NA,Republican,https://lance.house.gov,2352 Rayburn House Office Building; Washington DC 20515-3007,202-225-5361,NA,http://lance.house.gov/rss-button/rss-button/,RepLanceNJ7,CongressmanLance,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,L000567,01936,N00000898,NA,"H6NJ12136,H8NJ07124",1031349,412290,4443,NA,NA,20929,Leonard Lance
Langevin,James,R.,NA,Jim,James R. Langevin,1964-04-22,M,rep,RI,2,NA,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building; Washington DC 20515-3902,202-225-2735,NA,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,01668,N00009724,NA,H0RI02139,86608,400230,55787,Jim Langevin,NA,20136,James Langevin
Lankford,James,NA,NA,NA,James Lankford,1968-03-04,M,sen,OK,NA,3,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,NA,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,02050,N00031129,S378,"H0OK05114,S4OK00232",1033847,412464,124938,James Lankford,NA,21166,James Lankford
Larsen,Rick,NA,NA,NA,Rick Larsen,1965-06-15,M,rep,WA,2,NA,Democrat,https://larsen.house.gov,2113 Rayburn House Office Building; Washington DC 20515-4702,202-225-2605,NA,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,01675,N00009759,NA,H0WA02080,86610,400232,56231,NA,NA,20145,Rick Larsen
Larson,John,B.,NA,NA,John B. Larson,1948-07-22,M,rep,CT,1,NA,Democrat,https://larson.house.gov,1501 Longworth House Office Building; Washington DC 20515-0701,202-225-2265,NA,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,01583,N00000575,NA,H8CT01046,36596,400233,17188,John B. Larson,NA,29908,John B. Larson
Latta,Robert,E.,NA,NA,Robert E. Latta,1956-04-18,M,rep,OH,5,NA,Republican,https://latta.house.gov,2448 Rayburn House Office Building; Washington DC 20515-3505,202-225-6405,NA,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,01885,N00012233,NA,H8OH05036,1028071,412256,9926,Robert E. Latta,NA,20755,Bob Latta
Leahy,Patrick,J.,NA,NA,Patrick J. Leahy,1940-03-31,M,sen,VT,NA,3,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,01383,N00009918,S057,S4VT00017,1552,300065,53353,Patrick Leahy,NA,14307,Patrick Leahy
Lee,Barbara,NA,NA,NA,Barbara Lee,1946-07-16,F,rep,CA,13,NA,Democrat,https://lee.house.gov,2267 Rayburn House Office Building; Washington DC 20515-0513,202-225-2661,NA,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,01501,N00008046,NA,H8CA09060,54579,400237,8315,NA,NA,29778,Barbara Lee
Lee,Mike,NA,NA,NA,Mike Lee,1971-06-04,M,sen,UT,NA,3,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,02080,N00031696,S346,S0UT00165,9267977,412495,66395,Mike Lee,NA,41110,Mike Lee (American politician)
Levin,Sander,M.,NA,NA,Sander M. Levin,1931-09-06,M,rep,MI,9,NA,Democrat,https://levin.house.gov,1236 Longworth House Office Building; Washington DC 20515-2209,202-225-4961,NA,http://levin.house.gov/rss.xml,RepSandyLevin,RepSandyLevin,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,L000263,00683,N00003950,NA,H2MI17023,251,400238,26918,Sander Levin,NA,15033,Sander Levin
Lewis,John,R.,NA,NA,John Lewis,1940-02-21,M,rep,GA,5,NA,Democrat,https://johnlewis.house.gov,343 Cannon House Office Building; Washington DC 20515-1005,202-225-3801,NA,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,L000287,00688,N00002577,NA,H6GA05217,2528,400240,26820,John Lewis (Georgia),NA,15431,John Lewis (civil rights leader)
Lipinski,Daniel,William,NA,NA,Daniel Lipinski,1966-07-15,M,rep,IL,3,NA,Democrat,https://lipinski.house.gov,2346 Rayburn House Office Building; Washington DC 20515-1303,202-225-5701,NA,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,L000563,01781,N00027239,NA,H4IL03077,1013046,400630,33692,Daniel Lipinski,NA,20508,Dan Lipinski
LoBiondo,Frank,A.,NA,NA,Frank A. LoBiondo,1946-05-12,M,rep,NJ,2,NA,Republican,https://lobiondo.house.gov,2427 Rayburn House Office Building; Washington DC 20515-3002,202-225-6572,NA,http://lobiondo.house.gov/rss.xml,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,UCXBUOE1MAEUMNIg67sivY9Q,L000554,00699,N00000851,NA,H2NJ02037,30867,400244,21890,Frank LoBiondo,NA,29539,Frank LoBiondo
Loebsack,David,NA,NA,NA,David Loebsack,1952-12-23,M,rep,IA,2,NA,Democrat,https://loebsack.house.gov,1527 Longworth House Office Building; Washington DC 20515-1502,202-225-6576,NA,http://loebsack.house.gov/news/rss.aspx,DaveLoebsack,DaveLoebsack,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,L000565,01846,N00027741,NA,H6IA02146,1022883,412209,68964,Dave Loebsack,NA,20720,Dave Loebsack
