start_date,length,race,name,party,chamber,support,poll,pollster,sponsor,n,pop,method,internal,partisan,tracking
2018-10-24,4,WI-98,Vukmir,R,senate,0.43,56602,1075,NA,1154,lv,Live Phone,FALSE,NA,NA
2018-10-24,4,WI-98,Baldwin,D,senate,0.52,56602,1075,NA,1400,rv,Live Phone,FALSE,NA,NA
2018-10-24,4,WI-98,Vukmir,R,senate,0.42,56602,1075,NA,1400,rv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Donnelly,D,senate,0.43,56612,1205,132,800,rv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Braun,R,senate,0.4,56612,1205,132,800,rv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Donnelly,D,senate,0.48,56612,1205,132,496,lv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Braun,R,senate,0.46,56612,1205,132,496,lv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Donnelly,D,senate,0.45,56612,1205,132,496,lv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Braun,R,senate,0.42,56612,1205,132,496,lv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Donnelly,D,senate,0.47000000000000003,56612,1205,132,800,rv,Live Phone,FALSE,NA,NA
2018-10-24,4,IN-98,Braun,R,senate,0.45,56612,1205,132,800,rv,Live Phone,FALSE,NA,NA
2018-10-24,2,MI-98,Stabenow,D,senate,0.519,56507,1102,NA,822,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,MI-98,James,R,senate,0.425,56507,1102,NA,822,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,NM-98,Heinrich,D,senate,0.48,56508,1102,NA,936,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,NM-98,Rich,R,senate,0.315,56508,1102,NA,936,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,NJ-98,Menendez,D,senate,0.473,56509,1102,NA,659,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,NJ-98,Hugin,R,senate,0.42,56509,1102,NA,659,lv,IVR/Online,FALSE,NA,NA
2018-10-24,2,MT-98,Tester,D,senate,0.48,56546,801,NA,782,lv,Live Phone/Online,FALSE,NA,NA
2018-10-24,2,MT-98,Rosendale,R,senate,0.45,56546,801,NA,782,lv,Live Phone/Online,FALSE,NA,NA
2018-10-24,2,NV-98,Rosen,D,senate,0.47000000000000003,56683,801,NA,773,lv,Live Phone/Online,FALSE,NA,NA
2018-10-24,2,NV-98,Heller,R,senate,0.45,56683,801,NA,773,lv,Live Phone/Online,FALSE,NA,NA
2018-10-24,1,MO-98,McCaskill,D,senate,0.45,56493,1056,421,1376,lv,NA,FALSE,NA,NA
2018-10-24,1,MO-98,Hawley,R,senate,0.49,56493,1056,421,1376,lv,NA,FALSE,NA,NA
2018-10-24,1,MO-98,O'Dear,I,senate,0.01,56493,1056,421,1376,lv,NA,FALSE,NA,NA
2018-10-25,4,CA-50,Campa-Najjar,D,house,0.45,56547,460,443804,547,lv,IVR/Online,FALSE,NA,NA
2018-10-25,4,CA-50,Hunter,R,house,0.48,56547,460,443804,547,lv,IVR/Online,FALSE,NA,NA
2018-10-25,4,NJ-07,Malinowski,D,house,0.47000000000000003,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,4,NJ-07,Lance,R,house,0.44,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,4,NJ-07,Malinowski,D,house,0.48,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,4,NJ-07,Lance,R,house,0.43,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,4,NJ-07,Malinowski,D,house,0.46,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,4,NJ-07,Lance,R,house,0.46,56599,320,NA,356,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,CA-25,Hill,D,house,0.43979999999999997,56492,1424,134,504,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,CA-25,Knight,R,house,0.484,56492,1424,134,504,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,CA-25,Hill,D,house,0.4108,56492,1424,134,504,rv,Live Phone,FALSE,NA,NA
2018-10-25,3,CA-25,Knight,R,house,0.4604,56492,1424,134,504,rv,Live Phone,FALSE,NA,NA
2018-10-25,3,NY-27,McMurray,D,house,0.47000000000000003,56516,495,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-25,3,NY-27,Collins,R,house,0.43,56516,495,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-25,3,FL-27,Shalala,D,house,0.49,56555,933,451,500,lv,NA,TRUE,DEM,NA
2018-10-25,3,FL-27,Salazar,R,house,0.39,56555,933,451,500,lv,NA,TRUE,DEM,NA
2018-10-25,3,VA-10,Wexton,D,house,0.54,56656,1460,NA,446,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,VA-10,Comstock,R,house,0.43,56656,1460,NA,446,lv,Live Phone,FALSE,NA,NA
2018-10-25,2,IA-03,Axne,D,house,0.4339,56489,1424,134,504,lv,Live Phone,FALSE,NA,NA
2018-10-25,2,IA-03,Young,R,house,0.4123,56489,1424,134,504,lv,Live Phone,FALSE,NA,NA
2018-10-25,2,IA-03,Axne,D,house,0.4019,56489,1424,134,504,rv,Live Phone,FALSE,NA,NA
2018-10-25,2,IA-03,Young,R,house,0.3904,56489,1424,134,504,rv,Live Phone,FALSE,NA,NA
2018-10-25,1,OH-07,Harbaugh,D,house,0.43,56551,1365,NA,682,lv,NA,TRUE,DEM,NA
2018-10-25,1,OH-07,Gibbs,R,house,0.49,56551,1365,NA,682,lv,NA,TRUE,DEM,NA
2018-10-25,1,PA-13,Ottaway,D,house,0.36,56607,461,657,303,lv,Automated Phone,FALSE,NA,NA
2018-10-25,1,PA-13,Joyce,R,house,0.5700000000000001,56607,461,657,303,lv,Automated Phone,FALSE,NA,NA
2018-10-25,0,UT-04,McAdams,D,house,0.4951,56524,753,1106,936,lv,Live Phone,FALSE,NA,NA
2018-10-25,0,UT-04,Love,R,house,0.4305,56524,753,1106,936,lv,Live Phone,FALSE,NA,NA
2018-10-25,6,NJ-98,Menendez,D,senate,0.513,56677,914,NA,598,lv,Live Phone,FALSE,NA,NA
2018-10-25,6,NJ-98,Hugin,R,senate,0.39299999999999996,56677,914,NA,598,lv,Live Phone,FALSE,NA,NA
2018-10-25,5,CA-98,Feinstein,D,senate,0.409,56731,1238,NA,900,lv,Live Phone/Online,FALSE,NA,NA
2018-10-25,5,CA-98,de Leon,D,senate,0.35200000000000004,56731,1238,NA,900,lv,Live Phone/Online,FALSE,NA,NA
2018-10-25,3,FL-98,Nelson,D,senate,0.45,56554,458,135,500,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,FL-98,Scott,R,senate,0.43200000000000005,56554,458,135,500,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,MA-98,Warren,D,senate,0.54,56606,290,83,502,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,MA-98,Diehl,R,senate,0.32,56606,290,83,502,lv,Live Phone,FALSE,NA,NA
2018-10-25,3,MA-98,Ayyadurai,I,senate,0.06,56606,290,83,502,lv,Live Phone,FALSE,NA,NA
2018-10-25,2,MI-98,Stabenow,D,senate,0.53,56520,176,167168,600,lv,Live Phone,FALSE,NA,NA
2018-10-25,2,MI-98,James,R,senate,0.363,56520,176,167168,600,lv,Live Phone,FALSE,NA,NA
2018-10-25,1,TX-98,O'Rourke,D,senate,0.42,56562,753,384,588,lv,NA,FALSE,NA,NA
2018-10-25,1,TX-98,Cruz,R,senate,0.52,56562,753,384,588,lv,NA,FALSE,NA,NA
2018-10-25,0,MI-98,Stabenow,D,senate,0.52,56488,317,801,400,lv,Automated Phone,FALSE,NA,NA
2018-10-25,0,MI-98,James,R,senate,0.46,56488,317,801,400,lv,Automated Phone,FALSE,NA,NA
2018-10-26,6,CA-45,Porter,D,house,0.47759999999999997,56536,1424,134,499,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,CA-45,Walters,R,house,0.4648,56536,1424,134,499,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,CA-45,Porter,D,house,0.4926,56536,1424,134,499,rv,Live Phone,FALSE,NA,NA
2018-10-26,6,CA-45,Walters,R,house,0.4129,56536,1424,134,499,rv,Live Phone,FALSE,NA,NA
2018-10-26,6,NM-01,Haaland,D,house,0.5,56732,402,155,419,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,NM-01,Arnold-Jones,R,house,0.38,56732,402,155,419,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,NM-02,Small,D,house,0.45,56732,402,155,413,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,NM-02,Herrell,R,house,0.46,56732,402,155,413,lv,Live Phone,FALSE,NA,NA
2018-10-26,4,NC-09,McCready,D,house,0.4413,56501,1424,134,505,lv,Live Phone,FALSE,NA,NA
2018-10-26,4,NC-09,Harris,R,house,0.4537,56501,1424,134,505,lv,Live Phone,FALSE,NA,NA
2018-10-26,4,NC-09,McCready,D,house,0.45130000000000003,56501,1424,134,505,rv,Live Phone,FALSE,NA,NA
2018-10-26,4,NC-09,Harris,R,house,0.4142,56501,1424,134,505,rv,Live Phone,FALSE,NA,NA
2018-10-26,3,PA-01,Wallace,D,house,0.4598,56500,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-10-26,3,PA-01,Fitzpatrick,R,house,0.4731,56500,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-10-26,3,PA-01,Wallace,D,house,0.4097,56500,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-10-26,3,PA-01,Fitzpatrick,R,house,0.4796,56500,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-10-26,3,AK-01,Galvin,D,house,0.49,56603,1334,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-26,3,AK-01,Young,R,house,0.48,56603,1334,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-26,3,NY-19,Delgado,D,house,0.44,56621,460,761,609,lv,NA,FALSE,NA,NA
2018-10-26,3,NY-19,Faso,R,house,0.44,56621,460,761,609,lv,NA,FALSE,NA,NA
2018-10-26,3,NY-19,Neal,I,house,0.03,56621,460,761,609,lv,NA,FALSE,NA,NA
2018-10-26,2,KS-01,LaPolice,D,house,0.36200000000000004,56545,1102,NA,221,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-01,Marshall,R,house,0.511,56545,1102,NA,221,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-02,Davis,D,house,0.409,56545,1102,NA,231,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-02,Watkins,R,house,0.478,56545,1102,NA,231,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-03,Davids,D,house,0.554,56545,1102,NA,262,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-03,Yoder,R,house,0.42600000000000005,56545,1102,NA,262,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-04,Thompson,D,house,0.33299999999999996,56545,1102,NA,262,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,KS-04,Estes,R,house,0.631,56545,1102,NA,262,lv,IVR/Online,FALSE,NA,NA
2018-10-26,6,NM-98,Heinrich,D,senate,0.51,56732,402,155,993,lv,Live Phone,FALSE,NA,NA
2018-10-26,6,NM-98,Rich,R,senate,0.31,56732,402,155,993,lv,Live Phone,FALSE,NA,NA
2018-10-26,2,AZ-98,Sinema,D,senate,0.45299999999999996,56523,1337,NA,400,lv,Live Phone,FALSE,NA,NA
2018-10-26,2,AZ-98,McSally,R,senate,0.465,56523,1337,NA,400,lv,Live Phone,FALSE,NA,NA
2018-10-26,2,OH-98,Brown,D,senate,0.488,56544,1102,NA,566,lv,IVR/Online,FALSE,NA,NA
2018-10-26,2,OH-98,Renacci,R,senate,0.43,56544,1102,NA,566,lv,IVR/Online,FALSE,NA,NA
2018-10-26,1,IN-98,Donnelly,D,senate,0.462,56557,1347,NA,505,lv,Live Phone,FALSE,NA,NA
2018-10-26,1,IN-98,Braun,R,senate,0.49100000000000005,56557,1347,NA,505,lv,Live Phone,FALSE,NA,NA
2018-10-26,1,MO-98,McCaskill,D,senate,0.46399999999999997,56558,1347,NA,501,lv,Live Phone,FALSE,NA,NA
2018-10-26,1,MO-98,Hawley,R,senate,0.494,56558,1347,NA,501,lv,Live Phone,FALSE,NA,NA
2018-10-26,1,TN-98,Bredesen,D,senate,0.44700000000000006,56604,1347,NA,497,lv,Live Phone,FALSE,NA,NA
2018-10-26,1,TN-98,Blackburn,R,senate,0.505,56604,1347,NA,497,lv,Live Phone,FALSE,NA,NA
2018-10-27,6,CO-03,Mitsch Bush,D,house,0.41000000000000003,56694,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-27,6,CO-03,Tipton,R,house,0.46,56694,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-27,6,CO-03,Malarsie,I,house,0.01,56694,1469,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,KS-02,Davis,D,house,0.41250000000000003,56502,1424,134,501,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,KS-02,Watkins,R,house,0.3676,56502,1424,134,501,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,KS-02,Davis,D,house,0.3713,56502,1424,134,501,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,KS-02,Watkins,R,house,0.3425,56502,1424,134,501,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-01,Schneider,D,house,0.33,56617,590,NA,789,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-01,Armstrong,R,house,0.55,56617,590,NA,789,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-01,Schneider,D,house,0.32,56617,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-01,Armstrong,R,house,0.52,56617,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,2,CO-03,Mitsch Bush,D,house,0.38,56526,1365,NA,485,lv,Online,FALSE,NA,NA
2018-10-27,2,CO-03,Tipton,R,house,0.53,56526,1365,NA,485,lv,Online,FALSE,NA,NA
2018-10-27,2,NY-01,Gershon,D,house,0.37,56527,1365,NA,838,lv,Online,FALSE,NA,NA
2018-10-27,2,NY-01,Zeldin,R,house,0.52,56527,1365,NA,838,lv,Online,FALSE,NA,NA
2018-10-27,2,FL-18,Baer,D,house,0.44,56528,1365,NA,475,lv,Online,FALSE,NA,NA
2018-10-27,2,FL-18,Mast,R,house,0.53,56528,1365,NA,475,lv,Online,FALSE,NA,NA
2018-10-27,2,IL-16,Dady,D,house,0.41000000000000003,56529,1365,NA,554,lv,Online,FALSE,NA,NA
2018-10-27,2,IL-16,Kinzinger,R,house,0.55,56529,1365,NA,554,lv,Online,FALSE,NA,NA
2018-10-27,2,OH-02,Schiller,D,house,0.39,56530,1365,NA,431,lv,Online,FALSE,NA,NA
2018-10-27,2,OH-02,Wenstrup,R,house,0.52,56530,1365,NA,431,lv,Online,FALSE,NA,NA
2018-10-27,2,MI-06,Longjohn,D,house,0.43,56531,1365,NA,466,lv,Online,FALSE,NA,NA
2018-10-27,2,MI-06,Upton,R,house,0.46,56531,1365,NA,466,lv,Online,FALSE,NA,NA
2018-10-27,2,MI-01,Morgan,D,house,0.42,56531,1365,NA,574,lv,Online,FALSE,NA,NA
2018-10-27,2,MI-01,Bergman,R,house,0.54,56531,1365,NA,574,lv,Online,FALSE,NA,NA
2018-10-27,2,IN-05,Thornton,D,house,0.44,56532,1365,NA,527,lv,Online,FALSE,NA,NA
2018-10-27,2,IN-05,Brooks,R,house,0.5,56532,1365,NA,527,lv,Online,FALSE,NA,NA
2018-10-27,2,IN-09,Watson,D,house,0.45,56532,1365,NA,541,lv,Online,FALSE,NA,NA
2018-10-27,2,IN-09,Hollingsworth,R,house,0.52,56532,1365,NA,541,lv,Online,FALSE,NA,NA
2018-10-27,2,WI-06,Kohl,D,house,0.48,56533,1365,NA,525,lv,Online,FALSE,NA,NA
2018-10-27,2,WI-06,Grothman,R,house,0.5,56533,1365,NA,525,lv,Online,FALSE,NA,NA
2018-10-27,2,KS-02,Davis,D,house,0.44,56534,1365,NA,902,lv,Online,FALSE,NA,NA
2018-10-27,2,KS-02,Watkins,R,house,0.45,56534,1365,NA,902,lv,Online,FALSE,NA,NA
2018-10-27,2,IA-04,Scholten,D,house,0.44,56535,1365,NA,631,lv,Online,FALSE,NA,NA
2018-10-27,2,IA-04,King,R,house,0.45,56535,1365,NA,631,lv,Online,FALSE,NA,NA
2018-10-27,2,IA-04,Peterson,I,house,0.03,56535,1365,NA,631,lv,Online,FALSE,NA,NA
2018-10-27,2,ME-01,Pingree,D,house,0.562,56597,1102,NA,442,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-01,Holbrook,R,house,0.31,56597,1102,NA,442,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-01,Grohman,I,house,0.07200000000000001,56597,1102,NA,442,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-02,Golden,D,house,0.467,56597,1102,NA,441,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-02,Poliquin,R,house,0.456,56597,1102,NA,441,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,NH-01,Pappas,D,house,0.478,56598,1102,NA,570,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,NH-01,Edwards,R,house,0.461,56598,1102,NA,570,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,NH-02,Kuster,D,house,0.524,56598,1102,NA,569,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,NH-02,Negron,R,house,0.397,56598,1102,NA,569,lv,IVR/Online,FALSE,NA,NA
2018-10-27,4,MT-98,Tester,D,senate,0.485,56655,1416,747,500,lv,Online,FALSE,NA,TRUE
2018-10-27,4,MT-98,Rosendale,R,senate,0.418,56655,1416,747,500,lv,Online,FALSE,NA,TRUE
2018-10-27,3,TN-98,Bredesen,D,senate,0.41000000000000003,56616,590,NA,718,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,TN-98,Blackburn,R,senate,0.5,56616,590,NA,718,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,TN-98,Bredesen,D,senate,0.4,56616,590,NA,850,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,TN-98,Blackburn,R,senate,0.48,56616,590,NA,850,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-98,Heitkamp,D,senate,0.42,56617,590,NA,789,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-98,Cramer,R,senate,0.51,56617,590,NA,789,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-98,Heitkamp,D,senate,0.42,56617,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,ND-98,Cramer,R,senate,0.49,56617,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,IN-98,Donnelly,D,senate,0.45,56618,590,NA,722,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,IN-98,Braun,R,senate,0.38,56618,590,NA,722,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,IN-98,Donnelly,D,senate,0.42,56618,590,NA,852,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,IN-98,Braun,R,senate,0.38,56618,590,NA,852,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,McCaskill,D,senate,0.45,56619,590,NA,741,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,Hawley,R,senate,0.45,56619,590,NA,741,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,McCaskill,D,senate,0.43,56619,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,Hawley,R,senate,0.44,56619,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,McCaskill,D,senate,0.43,56619,590,NA,741,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,Hawley,R,senate,0.43,56619,590,NA,741,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,O'Dear,I,senate,0.03,56619,590,NA,741,lv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,McCaskill,D,senate,0.41000000000000003,56619,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,Hawley,R,senate,0.42,56619,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,MO-98,O'Dear,I,senate,0.03,56619,590,NA,851,rv,Live Phone,FALSE,NA,NA
2018-10-27,3,AZ-98,Sinema,D,senate,0.52,56673,537,NA,677,lv,NA,FALSE,NA,NA
2018-10-27,3,AZ-98,McSally,R,senate,0.48,56673,537,NA,677,lv,NA,FALSE,NA,NA
2018-10-27,3,FL-98,Nelson,D,senate,0.5,56674,537,NA,696,lv,NA,FALSE,NA,NA
2018-10-27,3,FL-98,Scott,R,senate,0.5,56674,537,NA,696,lv,NA,FALSE,NA,NA
2018-10-27,2,TN-98,Bredesen,D,senate,0.47000000000000003,56580,537,NA,780,lv,Online,FALSE,NA,NA
2018-10-27,2,TN-98,Blackburn,R,senate,0.53,56580,537,NA,780,lv,Online,FALSE,NA,NA
2018-10-27,2,NJ-98,Menendez,D,senate,0.54,56589,537,NA,814,lv,NA,FALSE,NA,NA
2018-10-27,2,NJ-98,Hugin,R,senate,0.46,56589,537,NA,814,lv,NA,FALSE,NA,NA
2018-10-27,2,CT-98,Murphy,D,senate,0.551,56596,1102,NA,780,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,CT-98,Corey,R,senate,0.35100000000000003,56596,1102,NA,780,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-98,Ringelstein,D,senate,0.057999999999999996,56597,1102,NA,883,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-98,Brakey,R,senate,0.37200000000000005,56597,1102,NA,883,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,ME-98,King,I,senate,0.504,56597,1102,NA,883,lv,IVR/Online,FALSE,NA,NA
2018-10-27,2,FL-98,Nelson,D,senate,0.501,56610,1347,NA,495,lv,Live Phone,FALSE,NA,NA
2018-10-27,2,FL-98,Scott,R,senate,0.483,56610,1347,NA,495,lv,Live Phone,FALSE,NA,NA
2018-10-27,2,AZ-98,Sinema,D,senate,0.46,56615,590,NA,643,lv,Live Phone,FALSE,NA,NA
2018-10-27,2,AZ-98,McSally,R,senate,0.46,56615,590,NA,643,lv,Live Phone,FALSE,NA,NA
2018-10-27,2,AZ-98,Sinema,D,senate,0.45,56615,590,NA,710,rv,Live Phone,FALSE,NA,NA
2018-10-27,2,AZ-98,McSally,R,senate,0.44,56615,590,NA,710,rv,Live Phone,FALSE,NA,NA
2018-10-28,7,GA-06,McBath,D,house,0.4642,56657,1424,134,421,lv,Live Phone,FALSE,NA,NA
2018-10-28,7,GA-06,Handel,R,house,0.44320000000000004,56657,1424,134,421,lv,Live Phone,FALSE,NA,NA
2018-10-28,7,GA-06,McBath,D,house,0.4872,56657,1424,134,421,rv,Live Phone,FALSE,NA,NA
2018-10-28,7,GA-06,Handel,R,house,0.3961,56657,1424,134,421,rv,Live Phone,FALSE,NA,NA
2018-10-28,3,NJ-07,Malinowski,D,house,0.4739,56578,1424,134,503,lv,Live Phone,FALSE,NA,NA
2018-10-28,3,NJ-07,Lance,R,house,0.39490000000000003,56578,1424,134,503,lv,Live Phone,FALSE,NA,NA
2018-10-28,3,NJ-07,Malinowski,D,house,0.4177,56578,1424,134,503,rv,Live Phone,FALSE,NA,NA
2018-10-28,3,NJ-07,Lance,R,house,0.3884,56578,1424,134,503,rv,Live Phone,FALSE,NA,NA
2018-10-28,3,IA-01,Finkenauer,D,house,0.4569,56582,1424,134,452,lv,Live Phone,FALSE,NA,NA
2018-10-28,3,IA-01,Blum,R,house,0.3918,56582,1424,134,452,lv,Live Phone,FALSE,NA,NA
2018-10-28,3,IA-01,Finkenauer,D,house,0.3898,56582,1424,134,452,rv,Live Phone,FALSE,NA,NA
2018-10-28,3,IA-01,Blum,R,house,0.40380000000000005,56582,1424,134,452,rv,Live Phone,FALSE,NA,NA
2018-10-28,3,WV-01,Fershee,D,house,0.32,56634,1102,NA,341,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-01,McKinley,R,house,0.574,56634,1102,NA,341,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-02,Sergent,D,house,0.394,56634,1102,NA,344,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-02,Mooney,R,house,0.46799999999999997,56634,1102,NA,344,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-03,Ojeda,D,house,0.445,56634,1102,NA,328,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-03,Miller,R,house,0.521,56634,1102,NA,328,lv,IVR/Online,FALSE,NA,NA
2018-10-28,1,PA-08,Cartwright,D,house,0.5700000000000001,56608,461,657,446,lv,Automated Phone,FALSE,NA,NA
2018-10-28,1,PA-08,Chrin,R,house,0.4,56608,461,657,446,lv,Automated Phone,FALSE,NA,NA
2018-10-28,4,PA-98,Casey,D,senate,0.54,56682,329,269,421,lv,Live Phone,FALSE,NA,NA
2018-10-28,4,PA-98,Barletta,R,senate,0.4,56682,329,269,421,lv,Live Phone,FALSE,NA,NA
2018-10-28,4,MT-98,Tester,D,senate,0.488,56690,1416,747,500,lv,Online,FALSE,NA,TRUE
2018-10-28,4,MT-98,Rosendale,R,senate,0.42200000000000004,56690,1416,747,500,lv,Online,FALSE,NA,TRUE
2018-10-28,4,NY-98,Gillibrand,D,senate,0.58,56733,438,NA,641,lv,Live Phone,FALSE,NA,NA
2018-10-28,4,NY-98,Farley,R,senate,0.35000000000000003,56733,438,NA,641,lv,Live Phone,FALSE,NA,NA
2018-10-28,3,WV-98,Manchin,D,senate,0.473,56634,1102,NA,1013,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,WV-98,Morrisey,R,senate,0.41500000000000004,56634,1102,NA,1013,lv,IVR/Online,FALSE,NA,NA
2018-10-28,3,TN-98,Bredesen,D,senate,0.49,56705,1477,NA,480,lv,Online,FALSE,NA,NA
2018-10-28,3,TN-98,Blackburn,R,senate,0.49,56705,1477,NA,480,lv,Online,FALSE,NA,NA
2018-10-28,3,FL-98,Nelson,D,senate,0.45,56706,1477,NA,558,lv,Online,FALSE,NA,NA
2018-10-28,3,FL-98,Scott,R,senate,0.49,56706,1477,NA,558,lv,Online,FALSE,NA,NA
2018-10-28,2,TX-98,O'Rourke,D,senate,0.47200000000000003,56632,1102,NA,781,lv,IVR/Online,FALSE,NA,NA
2018-10-28,2,TX-98,Cruz,R,senate,0.503,56632,1102,NA,781,lv,IVR/Online,FALSE,NA,NA
2018-10-28,2,TN-98,Bredesen,D,senate,0.436,56633,1102,NA,632,lv,IVR/Online,FALSE,NA,NA
2018-10-28,2,TN-98,Blackburn,R,senate,0.52,56633,1102,NA,632,lv,IVR/Online,FALSE,NA,NA
2018-10-29,6,TX-32,Allred,D,house,0.4582,56658,1424,134,477,lv,Live Phone,FALSE,NA,NA
2018-10-29,6,TX-32,Sessions,R,house,0.418,56658,1424,134,477,lv,Live Phone,FALSE,NA,NA
2018-10-29,6,TX-32,Allred,D,house,0.4571,56658,1424,134,477,rv,Live Phone,FALSE,NA,NA
2018-10-29,6,TX-32,Sessions,R,house,0.35729999999999995,56658,1424,134,477,rv,Live Phone,FALSE,NA,NA
2018-10-29,6,CA-48,Rouda,D,house,0.4645,56667,1424,134,491,lv,Live Phone,FALSE,NA,NA
2018-10-29,6,CA-48,Rohrabacher,R,house,0.4472,56667,1424,134,491,lv,Live Phone,FALSE,NA,NA
