start_date,length,race,name,party,chamber,support,end_date,poll,pollster,sponsor,n,pop,method,internal,partisan,tracking
2018-06-13,2,ND-01,Armstrong,R,house,0.46,2018-06-15,52655,289,947,625,rv,NA,FALSE,NA,NA
2018-06-13,4,WI-S1,Baldwin,D,senate,0.49,2018-06-17,53666,1075,NA,800,rv,Live Phone,FALSE,NA,NA
2018-06-13,4,WI-S1,Vukmir,R,senate,0.4,2018-06-17,53666,1075,NA,800,rv,Live Phone,FALSE,NA,NA
2018-06-13,2,ND-S1,Heitkamp,D,senate,0.44,2018-06-15,52655,289,947,625,rv,NA,FALSE,NA,NA
2018-06-13,2,ND-S1,Cramer,R,senate,0.48,2018-06-15,52655,289,947,625,rv,NA,FALSE,NA,NA
2018-06-14,5,WV-01,Fershee,D,house,0.22,2018-06-19,52636,320,NA,87,v,NA,FALSE,NA,NA
2018-06-14,5,WV-01,McKinley,R,house,0.68,2018-06-19,52636,320,NA,87,v,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Sergent,D,house,0.33,2018-06-19,52636,320,NA,138,v,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Mooney,R,house,0.51,2018-06-19,52636,320,NA,138,v,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Ojeda,D,house,0.43,2018-06-19,52636,320,NA,428,v,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Miller,R,house,0.41000000000000003,2018-06-19,52636,320,NA,428,v,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Ojeda,D,house,0.47000000000000003,2018-06-19,52636,320,NA,343,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Miller,R,house,0.41000000000000003,2018-06-19,52636,320,NA,343,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-01,Fershee,D,house,0.24,2018-06-19,52636,320,NA,72,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-01,McKinley,R,house,0.72,2018-06-19,52636,320,NA,72,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Sergent,D,house,0.38,2018-06-19,52636,320,NA,112,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Mooney,R,house,0.52,2018-06-19,52636,320,NA,112,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-01,Fershee,D,house,0.24,2018-06-19,52636,320,NA,72,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-01,McKinley,R,house,0.72,2018-06-19,52636,320,NA,72,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Sergent,D,house,0.38,2018-06-19,52636,320,NA,112,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-02,Mooney,R,house,0.52,2018-06-19,52636,320,NA,112,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Ojeda,D,house,0.48,2018-06-19,52636,320,NA,343,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-03,Miller,R,house,0.39,2018-06-19,52636,320,NA,343,lv,NA,FALSE,NA,NA
2018-06-14,4,WA-03,Long,D,house,0.37,2018-06-18,53567,940,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-06-14,4,WA-03,Herrera Beutler,R,house,0.42,2018-06-18,53567,940,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.49,2018-06-19,52636,320,NA,653,v,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.42,2018-06-19,52636,320,NA,653,v,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.48,2018-06-19,52636,320,NA,653,v,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.39,2018-06-19,52636,320,NA,653,v,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Blankenship,I,senate,0.04,2018-06-19,52636,320,NA,653,v,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.5,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.425,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.49,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.395,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Blankenship,I,senate,0.05,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.51,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.42,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Manchin,D,senate,0.5,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Morrisey,R,senate,0.39,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-14,5,WV-S1,Blankenship,I,senate,0.05,2018-06-19,52636,320,NA,527,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-01,Haaland,D,house,0.47000000000000003,2018-06-16,52627,1409,NA,419,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-01,Arnold-Jones,R,house,0.42700000000000005,2018-06-16,52627,1409,NA,419,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-02,Small,D,house,0.34700000000000003,2018-06-16,52627,1409,NA,334,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-02,Herrell,R,house,0.485,2018-06-16,52627,1409,NA,334,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-03,Lujan,D,house,0.5810000000000001,2018-06-16,52627,1409,NA,446,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-03,McFall,R,house,0.3,2018-06-16,52627,1409,NA,446,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-S1,Heinrich,D,senate,0.498,2018-06-16,52627,1409,NA,1199,lv,NA,FALSE,NA,NA
2018-06-15,1,NM-S1,Rich,R,senate,0.39299999999999996,2018-06-16,52627,1409,NA,1199,lv,NA,FALSE,NA,NA
2018-06-17,5,OH-S1,Brown,D,senate,0.51,2018-06-22,52692,1205,132,778,rv,Live Phone,FALSE,NA,NA
2018-06-17,5,OH-S1,Renacci,R,senate,0.38,2018-06-22,52692,1205,132,778,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,Sinema,D,senate,0.5700000000000001,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,Arpaio,R,senate,0.32,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,Sinema,D,senate,0.49,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,McSally,R,senate,0.38,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,Sinema,D,senate,0.48,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,AZ-S1,Ward,R,senate,0.38,2018-06-21,53707,1205,132,839,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,FL-S1,Nelson,D,senate,0.49,2018-06-21,53716,1205,132,947,rv,Live Phone,FALSE,NA,NA
2018-06-17,4,FL-S1,Scott,R,senate,0.45,2018-06-21,53716,1205,132,947,rv,Live Phone,FALSE,NA,NA
2018-06-18,1,FL-S1,Nelson,D,senate,0.48,2018-06-19,53717,383,487,1308,v,Automated Phone,FALSE,NA,NA
2018-06-18,1,FL-S1,Scott,R,senate,0.46,2018-06-19,53717,383,487,1308,v,Automated Phone,FALSE,NA,NA
2018-06-19,3,TX-S1,O'Rourke,D,senate,0.36,2018-06-22,52737,568,133,1025,rv,Online,FALSE,NA,NA
2018-06-19,3,TX-S1,Cruz,R,senate,0.44,2018-06-22,52737,568,133,1025,rv,Online,FALSE,NA,NA
2018-06-19,3,TX-S1,O'Rourke,D,senate,0.4,2018-06-22,52737,568,133,821,lv,Online,FALSE,NA,NA
2018-06-19,3,TX-S1,Cruz,R,senate,0.5,2018-06-22,52737,568,133,821,lv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,Sinema,D,senate,0.43,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,Ward,R,senate,0.35000000000000003,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,Sinema,D,senate,0.45,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,Arpaio,R,senate,0.28,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,Sinema,D,senate,0.41000000000000003,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,AZ-S1,McSally,R,senate,0.34,2018-06-22,53706,568,133,1001,rv,Online,FALSE,NA,NA
2018-06-19,3,FL-S1,Nelson,D,senate,0.4,2018-06-22,53715,568,133,1002,rv,Online,FALSE,NA,NA
2018-06-19,3,FL-S1,Scott,R,senate,0.42,2018-06-22,53715,568,133,1002,rv,Online,FALSE,NA,NA
2018-06-19,3,FL-S1,Nelson,D,senate,0.41000000000000003,2018-06-22,53715,568,133,839,lv,Online,FALSE,NA,NA
2018-06-19,3,FL-S1,Scott,R,senate,0.46,2018-06-22,53715,568,133,839,lv,Online,FALSE,NA,NA
2018-06-20,5,NJ-07,Malinowski,D,house,0.47000000000000003,2018-06-25,52741,187,NA,500,lv,NA,TRUE,DEM,NA
2018-06-20,5,NJ-07,Lance,R,house,0.45,2018-06-25,52741,187,NA,500,lv,NA,TRUE,DEM,NA
2018-06-21,3,VA-10,Wexton,D,house,0.49,2018-06-24,52685,320,NA,400,v,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Comstock,R,house,0.39,2018-06-24,52685,320,NA,400,v,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Wexton,D,house,0.5,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Comstock,R,house,0.405,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Wexton,D,house,0.51,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Comstock,R,house,0.4,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Wexton,D,house,0.51,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,3,VA-10,Comstock,R,house,0.42,2018-06-24,52685,320,NA,338,lv,NA,FALSE,NA,NA
2018-06-21,4,PA-S1,Casey,D,senate,0.47000000000000003,2018-06-25,52693,458,950,500,lv,Live Phone,FALSE,NA,NA
2018-06-21,4,PA-S1,Barletta,R,senate,0.316,2018-06-25,52693,458,950,500,lv,Live Phone,FALSE,NA,NA
2018-06-21,4,VA-S1,Kaine,D,senate,0.54,2018-06-25,52718,396,NA,1153,rv,Live Phone,FALSE,NA,NA
2018-06-21,4,VA-S1,Stewart,R,senate,0.36,2018-06-25,52718,396,NA,1153,rv,Live Phone,FALSE,NA,NA
2018-06-21,1,AZ-S1,Sinema,D,senate,0.4,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-21,1,AZ-S1,McSally,R,senate,0.318,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-21,1,AZ-S1,Sinema,D,senate,0.43,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-21,1,AZ-S1,Ward,R,senate,0.26,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-21,1,AZ-S1,Sinema,D,senate,0.54,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-21,1,AZ-S1,Arpaio,R,senate,0.3,2018-06-22,53705,1102,NA,650,rv,IVR/Online,FALSE,NA,NA
2018-06-22,17,ID-01,McNeil,D,house,0.27,2018-07-09,53909,120,484,315,a,NA,FALSE,NA,NA
2018-06-22,17,ID-01,Fulcher,R,house,0.35000000000000003,2018-07-09,53909,120,484,315,a,NA,FALSE,NA,NA
2018-06-22,17,ID-02,Swisher,D,house,0.23,2018-07-09,53909,120,484,285,a,NA,FALSE,NA,NA
2018-06-22,17,ID-02,Simpson,R,house,0.59,2018-07-09,53909,120,484,285,a,NA,FALSE,NA,NA
2018-06-22,3,NJ-11,Sherrill,D,house,0.4,2018-06-25,52707,320,NA,406,v,Live Phone,FALSE,NA,NA
2018-06-22,3,NJ-11,Webber,R,house,0.38,2018-06-25,52707,320,NA,406,v,Live Phone,FALSE,NA,NA
2018-06-22,3,NJ-11,Sherrill,D,house,0.44,2018-06-25,52707,320,NA,339,lv,Live Phone,FALSE,NA,NA
2018-06-22,3,NJ-11,Webber,R,house,0.395,2018-06-25,52707,320,NA,339,lv,Live Phone,FALSE,NA,NA
2018-06-22,3,NJ-11,Sherrill,D,house,0.45,2018-06-25,52707,320,NA,339,lv,Live Phone,FALSE,NA,NA
2018-06-22,3,NJ-11,Webber,R,house,0.39,2018-06-25,52707,320,NA,339,lv,Live Phone,FALSE,NA,NA
2018-06-22,2,CA-22,Janz,D,house,0.41000000000000003,2018-06-24,52743,383,681,632,lv,NA,FALSE,DEM,NA
2018-06-22,2,CA-22,Nunes,R,house,0.49,2018-06-24,52743,383,681,632,lv,NA,FALSE,DEM,NA
2018-06-23,3,NV-S1,Rosen,D,senate,0.45,2018-06-26,52771,801,NA,630,lv,IVR/Online,FALSE,NA,NA
2018-06-23,3,NV-S1,Heller,R,senate,0.41000000000000003,2018-06-26,52771,801,NA,630,lv,IVR/Online,FALSE,NA,NA
2018-06-24,4,VA-09,Flaccavento,D,house,0.41000000000000003,2018-06-28,53970,1259,NA,400,lv,NA,TRUE,DEM,NA
2018-06-24,4,VA-09,Griffith,R,house,0.48,2018-06-28,53970,1259,NA,400,lv,NA,TRUE,DEM,NA
2018-06-24,3,CA-49,Levin,D,house,0.44,2018-06-27,52800,150,NA,400,lv,NA,TRUE,DEM,NA
2018-06-24,3,CA-49,Harkey,R,house,0.41000000000000003,2018-06-27,52800,150,NA,400,lv,NA,TRUE,DEM,NA
2018-06-24,1,MN-S1,Klobuchar,D,senate,0.5700000000000001,2018-06-25,53670,1348,977,1574,lv,Automated Phone,FALSE,REP,NA
2018-06-24,1,MN-S1,Newberger,R,senate,0.37,2018-06-25,53670,1348,977,1574,lv,Automated Phone,FALSE,REP,NA
2018-06-24,1,MN-S2,Smith,D,senate,0.48,2018-06-25,53670,1348,977,1574,lv,Automated Phone,FALSE,REP,NA
2018-06-24,1,MN-S2,Housley,R,senate,0.39,2018-06-25,53670,1348,977,1574,lv,Automated Phone,FALSE,REP,NA
2018-06-26,5,VA-02,Luria,D,house,0.44,2018-07-01,55885,172,NA,404,lv,Live Phone,TRUE,DEM,NA
2018-06-26,5,VA-02,Taylor,R,house,0.48,2018-07-01,55885,172,NA,404,lv,Live Phone,TRUE,DEM,NA
2018-06-26,1,CA-S1,Feinstein,D,senate,0.46,2018-06-27,52745,460,954,559,lv,Online,FALSE,NA,NA
2018-06-26,1,CA-S1,de Leon,D,senate,0.24,2018-06-27,52745,460,954,559,lv,Online,FALSE,NA,NA
2018-06-27,4,CA-10,Harder,D,house,0.48,2018-07-01,53529,172,451,501,lv,NA,TRUE,DEM,NA
2018-06-27,4,CA-10,Denham,R,house,0.48,2018-07-01,53529,172,451,501,lv,NA,TRUE,DEM,NA
2018-06-27,1,NY-19,Delgado,D,house,0.49,2018-06-28,52823,1359,451,545,lv,NA,TRUE,DEM,NA
2018-06-27,1,NY-19,Faso,R,house,0.42,2018-06-28,52823,1359,451,545,lv,NA,TRUE,DEM,NA
2018-06-27,5,AZ-S1,Sinema,D,senate,0.46,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-27,5,AZ-S1,Ward,R,senate,0.37,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-27,5,AZ-S1,Sinema,D,senate,0.43,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-27,5,AZ-S1,McSally,R,senate,0.39,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-27,5,AZ-S1,Sinema,D,senate,0.52,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-27,5,AZ-S1,Arpaio,R,senate,0.33,2018-07-02,53704,801,NA,925,lv,IVR/Online,FALSE,NA,NA
2018-06-28,3,OH-01,Pureval,D,house,0.47000000000000003,2018-07-01,56568,907,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-06-28,3,OH-01,Chabot,R,house,0.49,2018-07-01,56568,907,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-07-03,4,TX-S1,O'Rourke,D,senate,0.42,2018-07-07,52801,801,NA,602,lv,IVR/Online,FALSE,NA,NA
2018-07-03,4,TX-S1,Cruz,R,senate,0.51,2018-07-07,52801,801,NA,602,lv,IVR/Online,FALSE,NA,NA
2018-07-05,4,TX-21,Kopser,D,house,0.268,2018-07-09,53448,1365,797973,672,rv,Online,FALSE,DEM,NA
2018-07-05,4,TX-21,Roy,R,house,0.329,2018-07-09,53448,1365,797973,672,rv,Online,FALSE,DEM,NA
2018-07-05,3,NC-09,McCready,D,house,0.43,2018-07-08,52822,460,158,543,lv,NA,FALSE,NA,NA
2018-07-05,3,NC-09,Harris,R,house,0.36,2018-07-08,52822,460,158,543,lv,NA,FALSE,NA,NA
2018-07-06,4,NJ-S1,Menendez,D,senate,0.43,2018-07-10,53680,801,NA,563,lv,IVR/Online,FALSE,NA,NA
2018-07-06,4,NJ-S1,Hugin,R,senate,0.41000000000000003,2018-07-10,53680,801,NA,563,lv,IVR/Online,FALSE,NA,NA
2018-07-07,3,KY-06,McGrath,D,house,0.5,2018-07-10,54036,172,NA,461,lv,NA,TRUE,DEM,NA
2018-07-07,3,KY-06,Barr,R,house,0.43,2018-07-10,54036,172,NA,461,lv,NA,TRUE,DEM,NA
2018-07-07,1,MO-S1,McCaskill,D,senate,0.46,2018-07-08,53563,1056,706,1034,lv,NA,FALSE,NA,NA
2018-07-07,1,MO-S1,Hawley,R,senate,0.48,2018-07-08,53563,1056,706,1034,lv,NA,FALSE,NA,NA
2018-07-08,4,IA-03,Axne,D,house,0.45,2018-07-12,52839,933,NA,500,lv,NA,TRUE,DEM,NA
2018-07-08,4,IA-03,Young,R,house,0.41000000000000003,2018-07-12,52839,933,NA,500,lv,NA,TRUE,DEM,NA
2018-07-08,9,CA-S1,Feinstein,D,senate,0.46,2018-07-17,53426,382,NA,1020,lv,Live Phone,FALSE,NA,NA
2018-07-08,9,CA-S1,de Leon,D,senate,0.24,2018-07-17,53426,382,NA,1020,lv,Live Phone,FALSE,NA,NA
2018-07-08,2,MT-S1,Tester,D,senate,0.49,2018-07-10,53679,1056,NA,2581,lv,NA,FALSE,NA,NA
2018-07-08,2,MT-S1,Rosendale,R,senate,0.46,2018-07-10,53679,1056,NA,2581,lv,NA,FALSE,NA,NA
2018-07-09,3,CA-25,Hill,D,house,0.47000000000000003,2018-07-12,53615,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,3,CA-25,Knight,R,house,0.47000000000000003,2018-07-12,53615,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,3,CO-06,Crow,D,house,0.45,2018-07-12,53616,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,3,CO-06,Coffman,R,house,0.45,2018-07-12,53616,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,3,NY-19,Delgado,D,house,0.44,2018-07-12,53617,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,3,NY-19,Faso,R,house,0.49,2018-07-12,53617,1364,NA,400,rv,NA,FALSE,NA,NA
2018-07-09,2,CO-06,Crow,D,house,0.41000000000000003,2018-07-11,55988,1107,681,400,lv,Live Phone,FALSE,DEM,NA
2018-07-09,2,CO-06,Coffman,R,house,0.44,2018-07-11,55988,1107,681,400,lv,Live Phone,FALSE,DEM,NA
2018-07-09,16,TX-S1,O'Rourke,D,senate,0.34,2018-07-25,53466,610,NA,806,rv,Live Phone/Online,FALSE,NA,NA
2018-07-09,16,TX-S1,Cruz,R,senate,0.36,2018-07-25,53466,610,NA,806,rv,Live Phone/Online,FALSE,NA,NA
2018-07-09,16,TX-S1,O'Rourke,D,senate,0.39,2018-07-25,53466,610,NA,441,lv,Live Phone/Online,FALSE,NA,NA
2018-07-09,16,TX-S1,Cruz,R,senate,0.41000000000000003,2018-07-25,53466,610,NA,441,lv,Live Phone/Online,FALSE,NA,NA
2018-07-09,2,TN-S1,Bredesen,D,senate,0.35000000000000003,2018-07-11,53481,1418,964,551,lv,Live Phone,FALSE,REP,NA
2018-07-09,2,TN-S1,Blackburn,R,senate,0.38,2018-07-11,53481,1418,964,551,lv,Live Phone,FALSE,REP,NA
2018-07-10,20,VA-S1,Kaine,D,senate,0.49,2018-07-30,53542,534,NA,747,lv,NA,FALSE,NA,NA
2018-07-10,20,VA-S1,Stewart,R,senate,0.26,2018-07-30,53542,534,NA,747,lv,NA,FALSE,NA,NA
2018-07-10,2,MO-S1,McCaskill,D,senate,0.42,2018-07-12,55913,1418,974,602,lv,NA,FALSE,REP,NA
2018-07-10,2,MO-S1,Hawley,R,senate,0.43,2018-07-12,55913,1418,974,602,lv,NA,FALSE,REP,NA
2018-07-10,1,TN-S1,Bredesen,D,senate,0.44,2018-07-11,53478,383,963,583,lv,NA,FALSE,DEM,NA
2018-07-10,1,TN-S1,Blackburn,R,senate,0.41000000000000003,2018-07-11,53478,383,963,583,lv,NA,FALSE,DEM,NA
2018-07-11,6,CO-06,Crow,D,house,0.47000000000000003,2018-07-17,53407,178,NA,506,lv,NA,TRUE,DEM,NA
2018-07-11,6,CO-06,Coffman,R,house,0.45,2018-07-17,53407,178,NA,506,lv,NA,TRUE,DEM,NA
2018-07-11,4,CA-48,Rouda,D,house,0.46,2018-07-15,52841,320,NA,402,v,Live Phone,FALSE,NA,NA
2018-07-11,4,CA-48,Rohrabacher,R,house,0.43,2018-07-15,52841,320,NA,402,v,Live Phone,FALSE,NA,NA
2018-07-11,4,CA-48,Rouda,D,house,0.47000000000000003,2018-07-15,52841,320,NA,361,lv,Live Phone,FALSE,NA,NA
2018-07-11,4,CA-48,Rohrabacher,R,house,0.445,2018-07-15,52841,320,NA,361,lv,Live Phone,FALSE,NA,NA
2018-07-11,4,CA-48,Rouda,D,house,0.48,2018-07-15,52841,320,NA,361,lv,Live Phone,FALSE,NA,NA
2018-07-11,4,CA-48,Rohrabacher,R,house,0.44,2018-07-15,52841,320,NA,361,lv,Live Phone,FALSE,NA,NA
2018-07-11,4,WI-01,Bryce,D,house,0.41000000000000003,2018-07-15,53827,178,NA,401,lv,NA,TRUE,DEM,NA
2018-07-11,4,WI-01,Steil,R,house,0.4,2018-07-15,53827,178,NA,401,lv,NA,TRUE,DEM,NA
2018-07-11,3,TN-S1,Bredesen,D,senate,0.425,2018-07-14,53484,1102,NA,657,rv,IVR/Online,FALSE,NA,NA
2018-07-11,3,TN-S1,Blackburn,R,senate,0.365,2018-07-14,53484,1102,NA,657,rv,IVR/Online,FALSE,NA,NA
2018-07-12,5,CA-22,Janz,D,house,0.41000000000000003,2018-07-17,54067,603,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-07-12,5,CA-22,Nunes,R,house,0.53,2018-07-17,54067,603,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-07-12,4,NC-13,Manning,D,house,0.35000000000000003,2018-07-16,53365,460,158,537,lv,IVR/Online,FALSE,NA,NA
2018-07-12,4,NC-13,Budd,R,house,0.4,2018-07-16,53365,460,158,537,lv,IVR/Online,FALSE,NA,NA
2018-07-12,3,CA-24,Carbajal,D,house,0.47000000000000003,2018-07-15,53423,1417,NA,404,lv,Live Phone,TRUE,REP,NA
2018-07-12,3,CA-24,Fareed,R,house,0.46,2018-07-15,53423,1417,NA,404,lv,Live Phone,TRUE,REP,NA
2018-07-12,3,MI-02,Davidson,D,house,0.28,2018-07-15,56249,940,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-07-12,3,MI-02,Huizenga,R,house,0.5,2018-07-15,56249,940,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-07-13,3,WV-S1,Manchin,D,senate,0.499,2018-07-16,53683,1250,NA,1158,lv,NA,FALSE,NA,NA
2018-07-13,3,WV-S1,Morrisey,R,senate,0.395,2018-07-16,53683,1250,NA,1158,lv,NA,FALSE,NA,NA
2018-07-13,1,FL-S1,Nelson,D,senate,0.47000000000000003,2018-07-14,53714,801,NA,1840,lv,IVR/Online,FALSE,NA,NA
2018-07-13,1,FL-S1,Scott,R,senate,0.43,2018-07-14,53714,801,NA,1840,lv,IVR/Online,FALSE,NA,NA
2018-07-15,2,CA-49,Levin,D,house,0.43,2018-07-17,53408,379,NA,400,lv,Live Phone,TRUE,REP,NA
2018-07-15,2,CA-49,Harkey,R,house,0.46,2018-07-17,53408,379,NA,400,lv,Live Phone,TRUE,REP,NA
2018-07-15,4,MI-S1,Stabenow,D,senate,0.55,2018-07-19,53550,1205,132,886,rv,Live Phone,FALSE,NA,NA
2018-07-15,4,MI-S1,James,R,senate,0.37,2018-07-19,53550,1205,132,886,rv,Live Phone,FALSE,NA,NA
2018-07-15,4,WI-S1,Baldwin,D,senate,0.55,2018-07-19,53651,1205,132,906,rv,Live Phone,FALSE,NA,NA
2018-07-15,4,WI-S1,Vukmir,R,senate,0.38,2018-07-19,53651,1205,132,906,rv,Live Phone,FALSE,NA,NA
2018-07-15,4,MN-S2,Smith,D,senate,0.49,2018-07-19,53665,1205,132,876,rv,Live Phone,FALSE,NA,NA
2018-07-15,4,MN-S2,Housley,R,senate,0.35000000000000003,2018-07-19,53665,1205,132,876,rv,Live Phone,FALSE,NA,NA
2018-07-16,6,FL-26,Mucarsel-Powell,D,house,0.41000000000000003,2018-07-22,53628,907,451,500,lv,NA,TRUE,DEM,NA
2018-07-16,6,FL-26,Curbelo,R,house,0.48,2018-07-22,53628,907,451,500,lv,NA,TRUE,DEM,NA
2018-07-17,6,CA-50,Campa-Najjar,D,house,0.42,2018-07-23,53441,495,NA,400,lv,NA,TRUE,DEM,NA
2018-07-17,6,CA-50,Hunter,R,house,0.51,2018-07-23,53441,495,NA,400,lv,NA,TRUE,DEM,NA
2018-07-17,5,NV-04,Horsford,D,house,0.42,2018-07-22,53688,178,NA,500,lv,NA,TRUE,DEM,NA
2018-07-17,5,NV-04,Hardy,R,house,0.32,2018-07-22,53688,178,NA,500,lv,NA,TRUE,DEM,NA
2018-07-17,5,NV-04,Horsford,D,house,0.49,2018-07-22,53688,178,NA,500,lv,NA,TRUE,DEM,NA
2018-07-17,5,NV-04,Hardy,R,house,0.4,2018-07-22,53688,178,NA,500,lv,NA,TRUE,DEM,NA
2018-07-17,2,KS-04,Thompson,D,house,0.384,2018-07-19,53527,1365,NA,1896,lv,NA,TRUE,DEM,NA
2018-07-17,2,KS-04,Estes,R,house,0.42100000000000004,2018-07-19,53527,1365,NA,1896,lv,NA,TRUE,DEM,NA
2018-07-18,4,NJ-11,Sherrill,D,house,0.42,2018-07-22,55984,334,NA,400,lv,Live Phone,TRUE,REP,NA
2018-07-18,4,NJ-11,Webber,R,house,0.36,2018-07-22,55984,334,NA,400,lv,Live Phone,TRUE,REP,NA
2018-07-19,3,PA-17,Lamb,D,house,0.51,2018-07-22,53406,320,NA,401,v,Live Phone,FALSE,NA,NA
